Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
2024-10-20,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was already discharged in bankruptcy and is no longer owed,"I requested from Midland Credit Managment Inc. on XX/XX/year>, proof of the Debt by mail with a certified return receipt. My request was for proof of the debt, account statements, verification of assignment, and a detailed breakdown of charges and their license information.",,ENCORE CAPITAL GROUP INC.,CO,80013,,Consent provided,Web,2024-10-20,Closed with explanation,Yes,,10517199
2024-10-20,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"Subject : Complaint Regarding Inaccurate Derogatory Accounts on Credit Report To : Consumer Financial Protection Bureau ( CFPB ) XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX From : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX Report Reference Number : XXXX Report Date : XX/XX/XXXX Credit Reporting Agencies : Experian, XXXX Subject of Complaint : I am submitting this formal complaint due to the presence of inaccurate derogatory accounts on my credit reports from both Experian and XXXX. These derogatory marks have significantly impacted my credit score, and I believe they are being reported erroneously.

Details of the Inaccuracies : 1. Incorrect Payment Status : Several accounts are being reported as late or in collections, even though I have made payments or resolved disputes. These include : XXXX XXXX ( Experian and XXXX ) Reported as 90 days late despite payments being made. 
XXXX XXXX XXXX ( Experian and XXXX ) Reported as late 120 days, though this account should not have been marked delinquent due to resolved payments.

2. Charge-Offs for Paid or Resolved Accounts : The following accounts are listed as charge-offs, but I have either paid them off or reached settlement agreements that should have updated their statuses : XXXX XXXX  ( Experian and XXXX ) Charge-off status persists despite payments made. 
XXXX  XXXX XXXX XXXX ( Experian and XXXX ) Multiple accounts still marked as charged off after disputes were resolved. 
XXXX XXXX and XXXX ( Experian and XXXX ) These accounts were charged off but should reflect resolved balances due to settlements made.

3. Inaccurate Balances : Some revolving accounts are showing high balances that are outdated or incorrect. This includes : XXXX XXXX XXXX ( Experian and XXXX ) Reported balances remain high despite recent payments. 
XXXX  XXXX ( Experian and XXXX ) The balance on this account is also outdated and does not reflect current payments.

4. Disputes Not Properly Resolved : Several accounts reflect disputes that were supposedly resolved, but the resolution has not been satisfactory, and the derogatory marks remain : XXXXXXXX XXXX XXXXXXXX XXXX Experian and XXXX ) The account was marked as a charge-off despite a resolution of my dispute. 
XXXX XXXX ( Experian and XXXX ) The account is listed as a resolved dispute, though I disagree with the outcome, and the derogatory mark is incorrect.

5. Duplicate or Repetitive Accounts : XXXX is reporting duplicate entries for the following accounts, which unfairly impacts my credit score : XXXX  XXXX XXXX XXXX Multiple listings for the same account appear on my XXXX report. 
XXXX XXXX  The same account is reported more than once, and the duplicate entry contributes to an incorrect number of derogatory accounts.

6. Outdated Information : Some accounts, such as XXXX XXXX and XXXX XXXX, appear to have been listed as derogatory for an extended period, longer than the statutory XXXX years for charge-offs and collections. These outdated entries should be removed. 

Derogatory Account Breakdown : Experian XXXX Derogatory Accounts : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  Harm Caused : The presence of these erroneous derogatory accounts has : Severely impacted my credit score, limiting my ability to obtain credit at reasonable terms. 
Caused undue financial stress by misrepresenting my creditworthiness to potential lenders. 
Affected my ability to secure housing and favorable credit terms.

Resolution Sought : I respectfully request that the CFPB investigate the inaccuracies and require Experian and XXXX to : 1. Remove all inaccurate derogatory marks from my credit reports.

2. Correct the reporting of balances on revolving credit accounts.

3. Update the status of accounts that have been paid, resolved, or disputed.

4. Remove duplicate and outdated derogatory entries from my reports.

Thank you for your time and assistance in addressing this issue. 

Sincerely, XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,95825,,Consent provided,Web,2024-10-21,Closed with non-monetary relief,Yes,,10516912
2024-10-20,Debt collection,I do not know,Attempts to collect debt not owed,Debt was paid,A debt collector is reporting that I owed XXXX  money when account has been settled and already deleted from a different debt collector. When ask to provide proof they kept trying to get me to pay for delete through sending a payment in mail as the only option. And only reports through XXXX.,,"Credence Resource Management, LLC",LA,70058,Servicemember,Consent provided,Web,2024-10-20,Closed with non-monetary relief,Yes,,10517318
2024-10-20,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,33321,,Consent not provided,Web,2024-10-20,Closed with non-monetary relief,Yes,,10517589
2024-10-20,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NV,89119,,Other,Web,2024-10-20,Closed with non-monetary relief,Yes,,10514280
2024-10-20,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,33025,,Consent not provided,Web,2024-10-20,Closed with explanation,Yes,,10508738
2024-10-20,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"I am filing this complaint with the Consumer Financial Protection Bureau ( CFPB ) to request the immediate deletion of a XXXX XXXX XXXX XXXX ( XXXX  ) account from my credit report. This account contains inaccuracies, disputed charges, and information related to identity theft. Furthermore, XXXX 's handling of my billing dispute and related inquiries has been unprofessional and in violation of multiple federal and state laws. Relevant Legal Violations : Fair Credit Reporting Act ( FCRA ) 15 U.S.C. 1681c-2 Under the FCRA, I have the right to request the removal of fraudulent or inaccurate information from my credit report. XXXX has failed to correct inaccuracies related to this account, specifically refusing to remove it despite its connection to identity theft and unauthorized charges. Violation : XXXX  refusal to remove this fraudulent information from my credit report violates my rights under the FCRA. Fair Credit Billing Act ( FCBA ) 15 U.S.C. 1666 The FCBA requires creditors to promptly investigate billing disputes and provide written explanations of their findings. XXXX failed to conduct a thorough investigation regarding a {$1000.00} debit card charge associated with this account and did not provide an adequate explanation. Violation : XXXX  mishandling of the billing dispute violates the FCBA 's investigation and dispute resolution provisions. Electronic Fund Transfer Act ( EFTA ) 15 U.S.C. 1693f The EFTA governs the resolution of unauthorized electronic fund transfers. The {$1000.00} charge is unauthorized, and XXXX has not investigated or reversed the transaction, despite my provision of sufficient documentation. Violation : XXXX has violated the EFTA by failing to investigate and resolve unauthorized charges as required by law. Fair Debt Collection Practices Act ( FDCPA ) 15 U.S.C. 1692c The FDCPA prohibits unfair and deceptive collection practices, including reporting inaccurate or disputed debts. XXXX continues to report this account as charged off or past due, despite the ongoing dispute, which has harmed my credit score and financial standing. Violation : XXXX  reporting of this account as delinquent, despite the ongoing dispute, constitutes a violation of the FDCPA. Ohio Consumer Sales Practices Act ( CSPA ) Ohio Rev. Code 1345.02 The Ohio CSPA prohibits suppliers from engaging in unfair, deceptive, or unconscionable acts in consumer transactions. XXXX  failure to investigate my billing dispute and unauthorized charges, along with their lack of clear communication, falls under deceptive practices as defined by Ohio law. Violation : XXXX conduct constitutes unfair and deceptive practices under the Ohio CSPA. Ohio Identity Theft Law Ohio Rev. Code 2913.49 Ohio 's identity theft laws protect consumers from the adverse effects of fraudulent information. XXXX has refused to correct or remove fraudulent information from my credit report, which continues to harm my financial standing. Violation : XXXX  refusal to remove identity theft-related information from my credit report violates Ohios identity theft law. Summary of Violations : Inaccurate Information Reporting ( FCRA ) : XXXX has failed to remove inaccurate information despite evidence of its connection to unauthorized charges and identity theft. Failure to Investigate Billing Disputes ( FCBA ) : XXXX has not properly investigated my billing dispute. Unauthorized Charges ( EFTA ) : The {$1000.00} charge is unauthorized, and XXXX has failed to investigate or reverse it. Unfair Debt Collection Practices ( FDCPA ) : XXXX continues to report the account as delinquent despite the ongoing dispute. Deceptive Practices ( Ohio CSPA ) : XXXX  mishandling of my dispute and failure to correct inaccuracies constitute unfair practices. Failure to Correct Identity Theft Information ( Ohio Identity Theft Law ) : XXXX  refusal to remove identity theft-related information is unlawful. Desired Outcome : Immediate Deletion of the XXXX  Account : I request that XXXX  be required to delete this disputed account from my credit report across all credit bureaus ( Experian, XXXX, and XXXX ). This account contains fraudulent charges and disputed information that have not been resolved appropriately. Reimbursement of {$1000.00} for Unauthorized Debit Card Charge : I seek reimbursement for the {$1000.00} unauthorized debit card charge. If XXXX can not provide this reimbursement, I request that they block and delete the account from my credit report immediately. Correction of Credit Report : XXXX must notify all credit bureaus of the account deletion and ensure that any derogatory marks related to this account are permanently removed from my credit file. Conclusion : I trust that the CFPB will take prompt action to ensure my rights as a consumer are upheld. XXXX has failed to follow federal and state laws in handling my dispute and reporting accurate information. I respectfully request the CFPB 's assistance in resolving this matter and ensuring that XXXX corrects the ongoing damage to my credit report.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,OH,44122,,Consent provided,Web,2024-10-20,Closed with explanation,Yes,,10509321
2024-10-20,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"COMES NOW, XXXX XXXX XXXX, Living, Breathing, Sentient Man bring forth this claim against Navy Federal Credit Union ( `` NFCU '' ) for violations of my rights under the Fair Credit Reporting Act ( "" FCRA '' ), specifically pertaining to the furnishing of false, inaccurate, and misleading information on my consumer report. 

1. Violation of 15 U.S. Code 1681s2 ( 7 ) ( A ) : Responsibilities of Furnishers of Information to Consumer Reporting Agencies NFCU has failed to adhere to its responsibilities as a furnisher of information. Under 1681s2 ( 7 ) ( A ), furnishers are required to provide accurate information to consumer reporting agencies. I have identified multiple instances where NFCU reported incorrect information regarding my credit account, which has adversely affected my credit score and caused me significant distress. 

2. Violation of 15 U.S. Code 1681c ( 5 ) : Requirements Relating to Information Contained in Consumer Reports NFCU has also contravened 1681c ( 5 ), which mandates that information regarding accounts in collection must be reported accurately. Notably, NFCU charged off my account but failed to provide me with a copy of the Form 1099-C, which is necessary for my tax filings. According to the Internal Revenue Service, a charged-off amount is considered taxable income that should be reported on my 1040 tax return, not on a consumer report. This misreporting further misrepresents my financial status and creditworthiness. 

3. Violation of 15 U.S. Code 1681e ( b ) : Compliance Procedures Under 1681e ( b ), NFCU is obligated to maintain reasonable procedures to ensure maximum possible accuracy of the information it furnishes. The false and misleading information provided in my report indicates a lack of such procedures, resulting in a significant breach of the FCRA. 

4. Violation of 15 U.S. Code 1681n : Civil Liability for Willful Noncompliance NFCUs actions constitute willful noncompliance with the FCRA, as they knowingly and willingly reported inaccurate information regarding my account status. Under 1681n, I am entitled to seek civil liability for these violations, which have caused me both financial harm and emotional distress. 

Supporting Case Law Additionally, in XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX ( XXXX XXXX. XXXX ), the court found that a data furnisher can be held liable for reporting inaccurate information if it fails to conduct a reasonable investigation after receiving a consumer dispute, reinforcing the obligations of furnishers under the FCRA. 

Furthermore, in XXXX XXXX XXXX XXXX XXXX, XXXX, XXXX XXXX XXXX ( XXXX XXXX. XX/XX/XXXX ), the court emphasized that data furnishers must be proactive in ensuring the accuracy of the information they report, highlighting the legal expectation for compliance with the FCRA. 

In XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX ( XXXX ), the Supreme Court underscored the necessity for accuracy in credit reporting and the implications of inaccuracies on consumer rights. The court emphasized that consumers must be protected from the repercussions of erroneous information, as such inaccuracies can severely impact their ability to obtain credit. 

Lastly, in XXXX XXXX XXXX XXXX XXXX, XXXX, XXXX XXXX XXXX ( XXXX XXXX. XXXX XXXX, XXXX ), the court ruled that furnishers of information have a duty to ensure that the information they provide is accurate and that consumers have the right to seek redress when this duty is not fulfilled.",Company believes it acted appropriately as authorized by contract or law,NAVY FEDERAL CREDIT UNION,NJ,08094,,Consent provided,Web,2024-10-20,Closed with explanation,Yes,,10517537
2024-10-20,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Problem adding money,,have the files saved. they were sent via email i believe XX/XX/year> the date on the print out off the web site. called customer wervice to see if the XXXX was showing on that end. and there is no match to the account. one print out says different. My file was down loweed from the website and the other was from customer service data site and sent to me between customer service and the website there is a mistake...... now ... .lets fix this ... .lost a lot of trading time and money possibly ... how fair is that because of the companys neglagence ... ..and ifnoring the issue.,,"Coinbase, Inc.",NV,89103,Servicemember,Consent provided,Web,2024-10-20,Closed with explanation,Yes,,10509180
2024-10-20,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,I notified Experian of a problem with the information being furnished and how the furnisher was submitting false information and avoiding the system they have that verifies the account information a furnisher only on Experians platform can avoid charge off and other very easily detected violations on a consumer report by simply marking the account current/ paid this allows the furnished to increase the balance owed nonthly avoid the charge off time and the consumer becoming aware because it's marked current anf and no alerts if it's current experians and the companys. Response charge it off mark it80 days late then charged off now paying during a home equity loan application. I showed Experian the definition of a charged off account provided by Experian and how it's wrong and purposely done so on my account fhey said its fine let it continue. I showed them a flaw being used to harjm consumers on their platform and no action besides retaliation was done if they will not stop and fix their system how,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,79938,Servicemember,Consent provided,Web,2024-10-20,Closed with explanation,Yes,,10515067
